time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,22,3,0,0
2026-08-27 00:00:00+00:00,11,6,5,2
2026-08-28 00:00:00+00:00,19,9,1,1
2026-08-29 00:00:00+00:00,4,4,0,0
2026-08-30 00:00:00+00:00,6,2,0,0
2026-08-31 00:00:00+00:00,5,4,0,0
2026-09-01 00:00:00+00:00,4,3,0,0
2026-09-02 00:00:00+00:00,4,3,0,0
2026-09-03 00:00:00+00:00,5,4,0,0
2026-09-04 00:00:00+00:00,9,4,0,0
2026-09-05 00:00:00+00:00,12,6,0,0
2026-09-06 00:00:00+00:00,7,2,0,0
2026-09-07 00:00:00+00:00,23,9,0,0
2026-09-08 00:00:00+00:00,1,1,0,0
