url_path,views_total,views_unique
/bandframework/rose,13,11
/bandframework/rose/blob/main/src/rose/schroedinger.py,8,2
/bandframework/rose/tree/main/docs/tutorials,7,4
/bandframework/rose/tree/main/docs,5,4
/bandframework/rose/tree/main/src,5,3
/bandframework/rose/tree/main/src/rose,5,3
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_0_quickstart.ipynb,4,3
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,4,2
/bandframework/rose/blob/main/src/rose/utility.py,4,2
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,3,1
