url_path,views_total,views_unique
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,17,2
/bandframework/rose,11,7
/bandframework/rose/tree/main/docs/tutorials,7,3
/bandframework/rose/blob/main/README.md,6,1
/bandframework/rose/tree/main/src/rose,5,2
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,4,2
/bandframework/rose/commits,4,1
/bandframework/rose/tree/main/docs,4,1
/bandframework/rose/tree/main/tests,3,1
/bandframework/rose/blob/main/docs/basis.md,2,1
