url_path,views_total,views_unique
/bandframework/rose,8,7
/bandframework/rose/tree/main/docs/tutorials,3,2
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,3,1
/bandframework/rose/blob/bc9e9caac25506944c9b5888e88882ca54809f66/src/rose/scattering_amplitude_emulator.py,2,1
/bandframework/rose/tree/main/docs,2,1
/bandframework/rose/blob/main/docs/tutorials/CAT_tutorial.png,1,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_0_quickstart.ipynb,1,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,1,1
/bandframework/rose/blob/main/src/rose/basis.py,1,1
/bandframework/rose/blob/main/src/rose/energized_interaction_eim.py,1,1
