url_path,views_total,views_unique
/bandframework/rose,8,8
/bandframework/rose/tree/main/docs,6,1
/bandframework/rose/blob/main/src/rose/energized_interaction_eim.py,4,2
/bandframework/rose/tree/main/docs/tutorials,4,1
/bandframework/rose/tree/main/tests,3,1
/bandframework/rose/blob/main/docs/basis.md,2,1
/bandframework/rose/blob/main/docs/interaction.md,2,1
/bandframework/rose/blob/main/docs/rbe.md,2,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,2,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,2,1
