url_path,views_total,views_unique
/bandframework/rose/tree/main/docs/tutorials,11,3
/bandframework/rose/tree/main/docs,9,2
/bandframework/rose,6,5
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,6,3
/bandframework/rose/blob/main/src/rose/energized_interaction_eim.py,6,3
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,4,2
/bandframework/rose/tree/main/tests,3,1
/bandframework/rose/blob/main/docs/basis.md,2,1
/bandframework/rose/blob/main/docs/CAT-ROSE.png,2,1
/bandframework/rose/blob/main/docs/interaction.md,2,1
