url_path,views_total,views_unique
/bandframework/rose,17,9
/bandframework/rose/tree/main/docs/tutorials,8,3
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,6,2
/bandframework/rose/blob/main/docs/CAT-40Cann.jpg,2,1
/bandframework/rose/blob/main/docs/rbe.md,2,1
/bandframework/rose/blob/main/docs/sae.md,2,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,2,1
/bandframework/rose/blob/main/LICENSE,2,1
/bandframework/rose/blob/main/src/rose/basis.py,2,1
/bandframework/rose/blob/v1.0.0/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,2,1
