url_path,views_total,views_unique
/bandframework/rose,14,8
/bandframework/rose/tree/main/src/rose,11,3
/bandframework/rose/blob/main/src/rose/scattering_amplitude_emulator.py,8,3
/bandframework/rose/releases/tag/v1.0.0,6,6
/bandframework/rose/blob/v1.0.0/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,6,1
/bandframework/rose/blob/main/src/rose/basis.py,4,2
/bandframework/rose/pulls,4,2
/bandframework/rose/tree/main,4,2
/bandframework/rose/blob/feature-kd-global/examples/ROSE_HF_comp.ipynb,4,1
/bandframework/rose/blob/main/src/rose/reduced_basis_emulator.py,4,1
