url_path,views_total,views_unique
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,15,1
/bandframework/rose,11,6
/bandframework/rose/blob/main/src/rose/free_solutions.py,9,2
/bandframework/rose/blob/main/src/rose/schroedinger.py,7,2
/bandframework/rose/tree/main/src/rose,7,2
/bandframework/rose/blob/main/README.md,6,1
/bandframework/rose/blob/v1.0.0/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,4,2
/bandframework/rose/blob/main/src/rose/basis.py,4,1
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,2,1
/bandframework/rose/blob/main/.gitignore,2,1
