url_path,views_total,views_unique
/bandframework/rose,5,3
/bandframework/rose/blob/github-repo-stats/bandframework/rose/latest-report/report.pdf,4,4
/bandframework/rose/actions/runs/14604018048,2,1
/bandframework/rose/actions/runs/14604018048/job/40968765152,2,1
/bandframework/rose/actions/workflows/python-package.yml,2,1
/bandframework/rose/tree/github-repo-stats,1,1
/bandframework/rose/tree/github-repo-stats/bandframework/rose,1,1
/bandframework/rose/tree/github-repo-stats/bandframework/rose/latest-report,1,1
/bandframework/rose/tree/main,1,1
/bandframework/rose/tree/main/docs,1,1
