time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-26 00:00:00+00:00,,,53.0,7.0
2023-09-27 00:00:00+00:00,6.0,6.0,22.0,2.0
2023-09-28 00:00:00+00:00,41.0,9.0,115.0,7.0
2023-09-29 00:00:00+00:00,8.0,7.0,16.0,3.0
2023-09-30 00:00:00+00:00,2.0,2.0,7.0,1.0
2023-10-01 00:00:00+00:00,3.0,3.0,44.0,1.0
2023-10-02 00:00:00+00:00,3.0,3.0,3.0,3.0
2023-10-03 00:00:00+00:00,7.0,7.0,48.0,5.0
2023-10-04 00:00:00+00:00,6.0,5.0,33.0,3.0
2023-10-05 00:00:00+00:00,2.0,2.0,27.0,3.0
2023-10-06 00:00:00+00:00,3.0,2.0,21.0,2.0
2023-10-07 00:00:00+00:00,6.0,3.0,1.0,1.0
2023-10-08 00:00:00+00:00,1.0,1.0,,
2023-10-09 00:00:00+00:00,14.0,6.0,21.0,1.0
