url_path,views_total,views_unique
/bandframework/rose,10,4
/bandframework/rose/blob/main/src/rose/schroedinger.py,8,1
/bandframework/rose/blob/main/src/rose/basis.py,4,2
/bandframework/rose/blob/main/docs/tutorials/ROSE_tutorial_1_building_an_emulator.ipynb,4,1
/bandframework/rose/blob/v1.0.0/docs/tutorials/ROSE_tutorial_2_optical_potential_surmise_UQ.ipynb,4,1
/bandframework/rose/tree/main/docs/tutorials,4,1
/bandframework/rose/tree/main/src/rose,4,1
/bandframework/rose/fork,3,1
/bandframework/rose/blob/main/docs/CAT-40Cann.jpg,2,1
/bandframework/rose/blob/main/docs/rbe.md,2,1
