url_path,views_total,views_unique
/bandframework/rose,10,7
/bandframework/rose/tree/bc9e9caac25506944c9b5888e88882ca54809f66,6,1
/bandframework/rose/pulls,2,2
/bandframework/rose/pull/49,2,1
